id,streetName,city,buildingNr,postalCode,apartmentNr
677,Blackbird,Zhihe,17082,,677
678,Eagle Crest,Sangmu,4006,,678
679,Anhalt,Panaitólion,0,,679
680,Ryan,Unity,73329,J8R,680
681,Badeau,Yeni Suraxanı,709,,681
682,6th,Lindesberg,046,711 82,682
683,Nobel,Mungging,29876,,683
684,Grasskamp,Zongluzui,8,,684
685,Columbus,Jingguan,21,,685
686,Pearson,Lenīnskīy,8263,,686
687,Hooker,Sertânia,7,56600-000,687
688,Alpine,Melun,581,77004 CEDEX,688
689,Eagle Crest,Oslo,9715,0376,689
690,Calypso,Čortanovci,134,,690
691,Dapin,Garoua Boulaï,0896,,691
692,Fisk,Al Wāsiţah,2,,692
693,Fulton,Dohār,66113,1330,693
694,Tony,Zhuzuo,0,,694
695,Old Gate,Nao,79258,,695
696,8th,Stegna,09,82-103,696
697,Village,Maloyaroslavets,783,249884,697
698,Express,Piraju,2,18800-000,698
699,American Ash,Plovdiv,27188,4000,699
700,Mesta,Bartolomé Masó,8,,700
701,Ridgeview,Montesson,755,78364 CEDEX,701
702,Kensington,Anao,453,2310,702
703,Stoughton,Wanmingang,81199,,703
704,Evergreen,Libochovice,62833,411 17,704
705,5th,Sijing,8,,705
706,Redwing,San Francisco,71,8501,706
707,Sauthoff,Baniachang,06,3350,707
708,Sachtjen,Puerto Colombia,8,941047,708
709,Pond,Shenshu,3749,,709
710,Mariners Cove,Itapetininga,74079,18200-000,710
711,Ludington,Trafaria,882,2825-843,711
712,Mcbride,Mina de São Domingos,336,7750-124,712
713,Clove,Tamarindo,839,,713
714,Judy,Sixi,04171,,714
715,Morning,Basen,5,,715
716,Ramsey,Septfontaines,707,L-8396,716
717,Milwaukee,Ozorków,7204,95-036,717
718,Oakridge,Březová,3,747 44,718
719,Fulton,Benniu,03163,,719
720,Summit,Guanyinsi,17,,720
721,Village,Mabiton,2642,1801,721
722,6th,Aldeia da Mata,64,7430-015,722
723,Southridge,Roioen,7,,723
724,Aberg,Shanggu,41,,724
725,Manitowish,Korostyshiv,94519,,725
726,Homewood,Rząśnik,388,07-205,726
727,Glendale,Logovskoye,6,671633,727
728,Swallow,Bal Chirāgh,4,,728
729,Waubesa,Xinghua,888,,729
730,Pierstorff,Khawr Fakkān,45,,730
731,Sundown,Cabadiangan,45930,1750,731
732,Logan,Farafangana,76789,,732
733,Magdeline,Ozalj,3931,47280,733
734,Holy Cross,Nkoteng,50652,,734
735,Corscot,Jutrosin,239,63-930,735
736,Loftsgordon,Duisburg,9256,47139,736
737,Havey,Amparita,56198,,737
738,Pennsylvania,Hāgere Selam,93877,,738
739,Caliangt,Bolo,5,4201,739
740,Meadow Vale,Ladysmith,7,V9G,740
741,Di Loreto,Ichnya,5158,,741
742,Oakridge,Ukrainka,3928,,742
743,Village Green,Sobotka,47,507 43,743
744,Green Ridge,Ḩabābah,6,,744
745,Riverside,Krasnomayskiy,4616,346647,745
746,Prentice,San Antonio,292,6407,746
747,Hoard,Forssa,41,30421,747
748,Ridgeway,Dungkek Laok,919,,748
749,Fairview,Kamenica,73256,,749
750,Roth,Muzambinho,4,37890-000,750
751,Hintze,Goworowo,6835,07-440,751
752,Ohio,Yamrat,75,,752
753,Ohio,Luts’k,10,,753
754,West,Bukui,5,,754
755,Oriole,Gongming,6,,755
756,Thompson,Moyuan,090,,756
757,Donald,Cintawana,0076,,757
758,Chinook,Zhendu,34042,,758
759,Kennedy,Sabana de Parra,1341,,759
760,Anthes,Aix-en-Provence,508,13095 CEDEX 2,760
761,Pennsylvania,Gravataí,17,94000-000,761
762,Hooker,Rybnoye,67462,393917,762
763,International,Chur,8842,7006,763
764,Ronald Regan,Dimayon,258,9217,764
765,Troy,Ōzu,13,795-0089,765
766,Graceland,Sam Chuk,3,72130,766
767,Anzinger,Killumney,49960,D06,767
768,Everett,Huillapima,2030,4726,768
769,Knutson,Moses,457,4415-719,769
770,Iowa,Olhão,7660,8700-156,770
771,Commercial,Phoenix,51814,85099,771
772,Anthes,Sopron,44,9404,772
773,Green Ridge,Cikiray,9,,773
774,Garrison,Araçuaí,5,39600-000,774
775,Northland,Porto Calvo,8,57900-000,775
776,Schurz,Miami,041,33158,776
777,Nancy,Fort Worth,839,76121,777
778,Delaware,Anto,0498,,778
779,Tennyson,Daphu,73116,,779
780,Melody,Hetang,9414,,780
781,Vera,Ginebra,0,763518,781
782,Westport,Al Karāmah,5641,,782
783,Armistice,Chambar,8,35401,783
784,Merrick,Santa Maria,5,97714,784
785,Knutson,Yuza,41832,999-8531,785
786,Boyd,Hamonggolele,8,,786
787,Gerald,Xinglong,6,,787
788,Ridge Oak,Meijiang,0,,788
789,Independence,El Paso,07214,79940,789
790,Bayside,Mikołów,88,43-196,790
791,Del Mar,Terneuzen,65109,4534,791
792,Lindbergh,Maumere,3584,,792
793,Loftsgordon,Lindesberg,5,711 82,793
794,Lerdahl,Nangewer,71,,794
795,Park Meadow,Gāvbandī,9,,795
796,Stephen,Bogoria,7436,28-210,796
797,Springview,Boafeo,9581,,797
798,Steensland,Água Preta,64427,55550-000,798
799,Green Ridge,Niš,1353,,799
800,Almo,Sanxi,02544,,800
801,Banding,Ipameri,84,75780-000,801
802,Village,Plato,27085,475038,802
803,Sunfield,Barra do Corda,32,65950-000,803
804,Hallows,Valence,8,26009 CEDEX,804
805,Melody,Francisco Villa,86,26030,805
806,Knutson,Choushui,65292,,806
807,Twin Pines,Wates,0760,,807
808,Pepper Wood,Cicapar,09,,808
809,Spenser,Sembung,15,,809
810,Bashford,Manaulanan,767,2622,810
811,Brentwood,Kariaí,17174,,811
812,Cody,Maniwaki,0,J9E,812
813,Algoma,Mbocayaty,09,,813
814,Rigney,Vårgårda,4,447 82,814
815,Monterey,Murovanoye,91330,,815
816,Arizona,Baiyanghe,10678,,816
817,Surrey,Skuhrov nad Bělou,3662,517 03,817
818,Sunnyside,Honolulu,593,96840,818
819,Golden Leaf,København,531,1608,819
820,Donald,Cleveland,4055,44185,820
821,Glacier Hill,Tanggulangin,70,,821
822,Longview,Xinxing,3,,822
823,Fisk,Puji,213,,823
824,Holy Cross,Otavi,2,,824
825,Sauthoff,Laval,58,53080 CEDEX 9,825
826,Havey,La Trinidad,348,2601,826
827,Monica,Liuji,08,,827
828,Northridge,Gisiliba,9,,828
829,Green,Creil,616,60315 CEDEX 5,829
830,American,Huaihe,560,,830
831,Sunfield,Krajan Battal,1,,831
832,Dakota,Leigao,29637,,832
833,Harper,Xiugu,266,,833
834,Roth,Baidian,73,,834
835,Doe Crossing,Lusong,5483,2519,835
836,Hansons,Yingshouyingzi,3,,836
837,Manufacturers,Osielec,8,34-234,837
838,Scoville,Danao,797,6344,838
839,Troy,Luxi,3799,,839
840,Moland,San Rafael del Sur,503,,840
841,Sherman,Flórina,98479,,841
842,Texas,Pa Bon,5769,93170,842
843,Southridge,La Valette-du-Var,43003,83164 CEDEX,843
844,Loftsgordon,La Ronge,0880,J9P,844
845,David,Xindian,58,,845
846,Transport,Sidomekar,22,,846
847,Boyd,Dzorastan,8,,847
848,Banding,Gaide,61244,,848
849,Cascade,Wako,20,354-0046,849
850,Algoma,Willowdale,0,M3H,850
851,Oxford,Fort Wayne,12,46896,851
852,Nevada,Brikama Nding,57110,,852
853,Rieder,Thị Trấn Tân Yên,5,,853
854,Sherman,Santa Rosa,3,,854
855,Glendale,Maanĭt,33616,,855
856,Boyd,Gaya,1,,856
857,Wayridge,Kwangmyŏng,76878,,857
858,Main,La Banda,518,5249,858
859,Little Fleur,Karviná,814,735 72,859
860,Pawling,Tacoma,7270,98447,860
861,Waubesa,Bireun,72433,,861
862,Morningstar,Bolou,2785,,862
863,Brown,Sanjia,0719,,863
864,Emmet,Bantog,8077,2445,864
865,Hauk,Napel,917,,865
866,Gale,Néa Kíos,073,,866
867,Brickson Park,Sanyang,560,,867
868,Marcy,Behābād,4601,,868
869,Myrtle,Klau,7220,,869
870,Stuart,Sawin,03037,22-107,870
871,Sutherland,Thị Trấn Thuận Châu,46300,,871
872,Hayes,Kuroda,86349,958-0224,872
873,Jenna,Mabyan,92,,873
874,Canary,Makur,1857,,874
875,Warrior,Tríkeri,0372,,875
876,Kim,Magog,0272,J1X,876
877,Village,Nowy Staw,56,82-230,877
878,Mifflin,Louisville,67,40205,878
879,Moulton,Zmijavci,6034,21266,879
880,Meadow Vale,Quevedo,2495,,880
881,Larry,Bakersfield,37738,93305,881
882,Upham,Lixiqiao,0,,882
883,Sunbrook,Bogovinje,6,1220,883
884,Butternut,Luqiao,8588,,884
885,Red Cloud,Binkolo,0921,,885
886,Bluejay,Açucena,6239,35150-000,886
887,Burrows,Besteiros,39783,4580-290,887
888,Buell,Campo Alegre,22719,89294-000,888
889,Welch,Yangsha,85,,889
890,Miller,Tit Mellil,1,,890
891,Hanson,Motrico,54,2826,891
892,West,Dayton,5239,45440,892
893,Bellgrove,Mongo,7,,893
894,Marquette,Sanxixiang,3785,,894
895,Park Meadow,Pangal Sur,132,3313,895
896,Dunning,Strážná,18731,563 01,896
897,Bartelt,Upata,9799,,897
898,Clove,Banjar Banyuning Barat,17,,898
899,Eggendart,Huji,70437,,899
900,Bayside,Jiasi,5,,900
901,Grasskamp,Huangtan,8,,901
902,Kinsman,Masku,75,21251,902
903,Del Mar,Xiaochuan,4,,903
904,Charing Cross,Lazeshchyna,60,,904
905,Westerfield,Pining,2828,,905
906,Portage,Dadeldhurā,1532,,906
907,Karstens,Rio das Ostras,460,28890-000,907
908,Schmedeman,Zhongben,87400,,908
909,Bashford,Wuyanquan,0,,909
910,Merry,Umbulan,896,,910
911,Del Mar,Mampong,18466,,911
912,Corscot,Huocheng,6,,912
913,Green Ridge,Portëz,079,,913
914,Tony,Shangma,599,,914
915,Atwood,As Sawdā,191,,915
916,Pawling,Louredo,5806,4525-355,916
917,Carberry,Las Matas de Santa Cruz,59896,10507,917
918,Starling,Falköping,761,521 22,918
919,Farragut,Xinxu,72058,,919
920,Bay,Prupuh,011,,920
921,Shoshone,Nghi Xuân,3405,,921
922,Old Shore,Danghara,2,,922
923,Blue Bill Park,Olenegorsk,725,303622,923
924,Springs,Vërtop,20,,924
925,Armistice,Longmen,2877,,925
926,Del Mar,Zolotonosha,3781,,926
927,Spenser,Laixi,71654,,927
928,Pepper Wood,Vera,3651,3550,928
929,Crescent Oaks,Nkandla,42,3859,929
930,Ludington,Faraulep,3245,,930
931,Springs,Gornji Milanovac,01702,,931
932,Manitowish,Nawābganj,84,6301,932
933,Sugar,Kundung,18553,,933
934,Luster,Fonte Boa da Brincosa,89422,2655-082,934
935,Bobwhite,Lianxia,856,,935
936,Crest Line,Roi Et,726,45000,936
937,Ridge Oak,Zhuhong,5,,937
938,Spenser,Abakan,1,655131,938
939,Ridgeview,Kretinga,0291,97001,939
940,Anhalt,Janikowo,21244,88-160,940
941,Gateway,Córdoba,612,5147,941
942,Lindbergh,Najin,2033,,942
943,Sundown,Tver,25453,182647,943
944,Grover,Huangcun,5,,944
945,Chive,Guarujá,5,11400-000,945
946,Basil,Mayuge,36,,946
947,Paget,Zhubei,69871,,947
948,Thackeray,Chavarría,516,3474,948
949,Sutteridge,Labney,1181,2437,949
950,Texas,Baraçais,395,2540-557,950
951,Buhler,Turbaco,67,131008,951
952,Acker,Armação de Pêra,472,8365-105,952
953,Lake View,Paringin,66764,,953
954,Sundown,Girey,518,352195,954
955,Spohn,Caldas Novas,6264,75690-000,955
956,Sutherland,Danané,259,,956
957,Roth,Krzyżanów,69131,99-314,957
958,Michigan,Hatton,14,22000,958
959,Fremont,Bacnor East,9,3813,959
960,Nelson,Klenčí pod Čerchovem,95,345 34,960
961,Merchant,Bantul,9,,961
962,Melvin,Ia Kha,372,,962
963,Hintze,Jaguaribe,413,63475-000,963
964,Harbort,Panite,319,,964
965,Hayes,Ostashkov,98067,175276,965
966,Dunning,Litian,2,,966
967,Harbort,Wangzha,622,,967
968,Fair Oaks,Santa Clara,86057,1304,968
969,Toban,Qinggang,7,,969
970,Scofield,Wangcungang,770,,970
971,Rockefeller,Wesoła,1868,05-230,971
972,Heffernan,Maoyang,6687,,972
973,Rieder,Lyublino,041,433762,973
974,Miller,Mananum,9703,6118,974
975,Badeau,Leigao,970,,975
976,Oxford,Jungkat Selatan,34,,976
977,Declaration,Baisha,4802,,977
978,Dryden,El Llano,4,,978
979,Erie,Richmond,00,V6Z,979
980,Monterey,Nyinqug,3,,980
981,Dixon,Bang Bo District,45,10560,981
982,Randy,Watodei,89496,,982
983,Lindbergh,Biting,212,,983
984,Amoth,Qingshan,448,,984
985,Sugar,Tamra,70,,985
986,Nobel,L'Épiphanie,81651,J5X,986
987,Scott,Rehnān,7827,,987
988,Gateway,Shicang,5587,,988
989,Knutson,Gedongmulyo,30,,989
990,Kenwood,Vavozh,142,427314,990
991,Sunnyside,Al Jawādīyah,75152,,991
992,West,Bakung Utara,7,,992
993,Canary,Erie,2255,16550,993
994,Summit,Washington,63,20436,994
995,Lindbergh,Sangari,38496,,995
996,Farragut,Tojeira,80217,3270-152,996
997,Stoughton,Notranje Gorice,12,1357,997
998,Express,Huangshagang,2111,,998
999,Birchwood,Ipu,229,62250-000,999
1000,Evergreen,Ketanen,82,,1000
